week_end_date,cbsa_code,cbsa_title,hh_rank,median_listing_price_yy,active_listing_count_yy,median_days_on_market_by_day_yy,median_days_on_market_yy,new_listing_count_yy,new_listing_share_yy,price_reduced_count_yy,price_reduced_share_yy
16-Dec-17,38900,"portland-vancouver-hillsboro, or-wa",23,4.90%,8.20%,-9,-12.70%,18.80%,0.70%,40.20%,1.00%
16-Dec-17,16740,"charlotte-concord-gastonia, nc-sc",24,8.40%,-9.40%,-3,-3.80%,1.90%,0.40%,-2.30%,0.20%
16-Dec-17,36740,"orlando-kissimmee-sanford, fl",25,9.50%,-12.00%,-7,-8.80%,12.70%,1.10%,2.60%,0.70%
16-Dec-17,17460,"cleveland-elyria, oh",26,17.10%,-13.50%,-10,-11.20%,7.80%,0.00%,41.10%,1.30%
16-Dec-17,41700,"san antonio-new braunfels, tx",27,3.20%,12.70%,0,0.00%,-0.60%,-0.50%,-10.10%,-1.00%
16-Dec-17,17140,"cincinnati, oh-ky-in",28,19.10%,-14.20%,-5,-6.50%,26.40%,1.40%,-20.80%,-0.20%
16-Dec-17,40900,"sacramento--roseville--arden-arcade, ca",29,2.30%,2.60%,-7,-10.90%,31.40%,1.60%,7.80%,0.60%
16-Dec-17,28140,"kansas city, mo-ks",30,12.80%,-1.00%,-4,-5.20%,51.80%,2.20%,18.00%,0.50%
16-Dec-17,18140,"columbus, oh",31,23.10%,-15.20%,0,0.00%,2.70%,0.70%,-11.90%,0.00%
16-Dec-17,26900,"indianapolis-carmel-anderson, in",32,23.80%,-20.50%,-5,-6.50%,6.30%,0.90%,-15.60%,-0.10%
16-Dec-17,29820,"las vegas-henderson-paradise, nv",33,14.60%,-29.70%,-12,-17.40%,-8.60%,0.80%,-22.30%,0.00%
16-Dec-17,12420,"austin-round rock, tx",34,-7.30%,14.00%,-4,-5.30%,8.20%,-0.10%,20.30%,0.30%
16-Dec-17,34980,"nashville-davidson--murfreesboro--franklin, tn",35,13.40%,-20.10%,-5,-9.80%,12.00%,0.50%,45.70%,1.00%
16-Dec-17,41940,"san jose-sunnyvale-santa clara, ca",36,29.70%,-35.10%,-13,-26.00%,33.90%,3.30%,-57.40%,-2.80%
16-Dec-17,47260,"virginia beach-norfolk-newport news, va-nc",37,7.60%,1.10%,-11,-12.50%,0.00%,-0.10%,-2.50%,-0.20%
16-Dec-17,33340,"milwaukee-waukesha-west allis, wi",38,10.00%,-36.90%,0,0.00%,21.60%,1.20%,-11.00%,0.00%
16-Dec-17,39300,"providence-warwick, ri-ma",39,7.20%,-10.40%,-4,-5.10%,5.30%,-0.30%,59.00%,1.30%
16-Dec-17,27260,"jacksonville, fl",40,7.00%,0.70%,-10,-11.50%,8.00%,0.30%,24.10%,1.00%
16-Dec-17,36420,"oklahoma city, ok",41,3.20%,-5.80%,-1,-1.30%,0.00%,0.30%,18.20%,0.90%
16-Dec-17,31140,"louisville/jefferson county, ky-in",42,21.70%,-7.10%,-3,-4.20%,13.80%,0.80%,13.40%,0.50%
16-Dec-17,32820,"memphis, tn-ms-ar",43,7.80%,-12.80%,-12,-14.10%,18.20%,1.20%,-4.30%,0.20%
16-Dec-17,35380,"new orleans-metairie, la",44,6.00%,3.10%,-9,-10.30%,9.60%,0.80%,10.90%,0.60%
16-Dec-17,40060,"richmond, va",45,9.50%,-7.20%,-3,-4.00%,44.40%,-0.60%,91.80%,0.60%
16-Dec-17,39580,"raleigh, nc",46,4.00%,-2.50%,-3,-3.70%,4.30%,0.50%,15.60%,0.70%
16-Dec-17,15380,"buffalo-cheektowaga-niagara falls, ny",47,10.50%,-18.70%,-7,-10.30%,-26.50%,-0.60%,-20.80%,-0.10%
16-Dec-17,25540,"hartford-west hartford-east hartford, ct",48,-1.90%,3.30%,-13,-13.80%,-5.10%,0.40%,0.50%,0.50%
16-Dec-17,13820,"birmingham-hoover, al",49,8.10%,-17.20%,1,1.00%,2.00%,0.60%,-4.00%,0.40%
16-Dec-17,40380,"rochester, ny",50,13.30%,-20.90%,-1,-1.50%,-42.50%,-1.50%,-7.20%,0.40%
16-Dec-17,46060,"tucson, az",51,8.80%,-9.50%,-3,-4.60%,-7.10%,0.20%,-8.80%,0.10%
16-Dec-17,41620,"salt lake city, ut",52,9.10%,-4.70%,-4,-6.70%,28.20%,1.00%,-5.60%,-0.30%
16-Dec-17,24340,"grand rapids-wyoming, mi",53,-7.40%,92.70%,-27,-29.70%,351.60%,3.40%,585.70%,3.00%
16-Dec-17,46140,"tulsa, ok",54,6.30%,5.00%,-3,-4.40%,8.10%,1.60%,-44.20%,-1.40%
16-Dec-17,10580,"albany-schenectady-troy, ny",55,13.00%,-13.40%,-4,-4.00%,-5.70%,0.10%,-2.30%,0.20%
16-Dec-17,10740,"albuquerque, nm",56,1.70%,-7.50%,-8,-10.10%,-2.10%,0.30%,2.80%,0.60%
16-Dec-17,36540,"omaha-council bluffs, ne-ia",57,13.30%,-6.90%,-6,-10.00%,33.00%,1.70%,-2.00%,0.00%
16-Dec-17,49340,"worcester, ma-ct",58,5.60%,-10.80%,-7,-8.80%,19.80%,1.40%,-17.50%,-0.30%
16-Dec-17,28940,"knoxville, tn",59,15.60%,-12.90%,-10,-10.90%,4.60%,0.50%,3.60%,0.30%
16-Dec-17,14860,"bridgeport-stamford-norwalk, ct",60,-1.40%,0.80%,-7,-6.50%,-34.10%,-0.80%,7.90%,0.40%
16-Dec-17,24860,"greenville-anderson-mauldin, sc",61,7.00%,-5.80%,-12,-13.80%,17.80%,0.80%,-11.70%,-0.40%
16-Dec-17,35840,"north port-sarasota-bradenton, fl",62,-2.80%,-1.00%,-2,-2.70%,0.20%,0.00%,-0.20%,0.00%
16-Dec-17,35300,"new haven-milford, ct",63,1.60%,-13.60%,-8,-8.40%,-23.00%,0.20%,-18.00%,0.30%
16-Dec-17,19380,"dayton, oh",64,10.60%,-15.70%,-10,-12.50%,20.60%,1.20%,7.10%,0.60%
16-Dec-17,46520,"urban honolulu, hi",65,-6.20%,3.00%,-5,-7.00%,0.60%,1.90%,16.90%,1.30%
16-Dec-17,10900,"allentown-bethlehem-easton, pa-nj",66,17.70%,-18.20%,-10,-10.80%,-0.50%,1.10%,-13.90%,0.30%
16-Dec-17,17900,"columbia, sc",67,5.30%,-11.20%,-9,-10.60%,14.80%,1.20%,-4.90%,0.20%
16-Dec-17,12940,"baton rouge, la",68,-1.30%,26.30%,2,2.40%,5.50%,-0.90%,56.10%,0.80%
16-Dec-17,24660,"greensboro-high point, nc",69,13.80%,-18.60%,-13,-12.30%,-10.30%,0.30%,56.80%,2.20%
16-Dec-17,23420,"fresno, ca",70,13.20%,-6.10%,-6,-9.50%,30.70%,1.90%,21.70%,0.80%
16-Dec-17,16700,"charleston-north charleston, sc",71,5.30%,0.00%,-12,-12.00%,-7.10%,-0.30%,15.70%,0.40%
16-Dec-17,30780,"little rock-north little rock-conway, ar",72,11.30%,-11.90%,-2,-2.40%,-12.40%,-0.10%,-11.30%,0.00%
16-Dec-17,15980,"cape coral-fort myers, fl",73,-1.40%,1.00%,-5,-6.70%,10.50%,0.40%,-13.80%,-0.90%
16-Dec-17,10420,"akron, oh",74,12.60%,-15.00%,-9,-11.30%,8.30%,0.10%,55.10%,1.90%
16-Dec-17,21340,"el paso, tx",75,3.40%,-9.60%,-7,-7.10%,-14.20%,-0.30%,-11.10%,-0.20%
16-Dec-17,37100,"oxnard-thousand oaks-ventura, ca",76,6.90%,-12.00%,0,0.00%,-7.10%,0.20%,2.40%,0.50%
16-Dec-17,17820,"colorado springs, co",77,7.40%,-7.60%,-14,-20.60%,14.10%,1.80%,12.50%,0.90%
16-Dec-17,31540,"madison, wi",78,6.70%,-21.20%,-7,-7.50%,7.80%,1.30%,-30.00%,-0.40%
16-Dec-17,12540,"bakersfield, ca",79,6.60%,-0.80%,0,0.00%,-4.80%,1.20%,-27.00%,-0.20%
16-Dec-17,49180,"winston-salem, nc",80,6.10%,-18.30%,-14,-13.00%,8.00%,0.90%,22.40%,1.00%
16-Dec-17,45060,"syracuse, ny",81,7.20%,-17.70%,-7,-7.50%,-15.70%,0.00%,-15.90%,0.00%
16-Dec-17,19660,"deltona-daytona beach-ormond beach, fl",82,1.90%,3.00%,-17,-18.70%,3.00%,0.00%,22.20%,0.90%
16-Dec-17,14260,"boise city, id",83,15.90%,-8.60%,-3,-5.00%,40.20%,2.90%,26.50%,1.10%
16-Dec-17,48620,"wichita, ks",84,6.30%,0.00%,1,1.40%,7.40%,0.30%,17.10%,0.60%
16-Dec-17,45780,"toledo, oh",85,-0.70%,-14.70%,-4,-5.20%,-10.00%,0.80%,-1.90%,0.50%
16-Dec-17,19780,"des moines-west des moines, ia",86,5.60%,4.90%,0,0.00%,18.30%,0.70%,21.00%,0.80%
16-Dec-17,44140,"springfield, ma",87,11.10%,-14.20%,-5,-5.80%,-15.90%,-0.10%,5.10%,0.90%
16-Dec-17,29460,"lakeland-winter haven, fl",88,11.10%,-15.90%,-9,-11.10%,11.90%,1.20%,-11.20%,-0.10%
16-Dec-17,37340,"palm bay-melbourne-titusville, fl",89,10.50%,4.10%,0,0.00%,-0.80%,-0.20%,-1.80%,-0.30%
16-Dec-17,32580,"mcallen-edinburg-mission, tx",90,0.50%,10.60%,3,2.80%,10.30%,0.00%,32.00%,0.50%
16-Dec-17,25420,"harrisburg-carlisle, pa",91,5.60%,-19.60%,-10,-10.00%,-0.90%,1.80%,-8.60%,1.20%
16-Dec-17,42540,"scranton--wilkes-barre--hazleton, pa",92,7.70%,-15.20%,-12,-10.20%,10.30%,0.70%,-17.10%,-0.10%
16-Dec-17,12260,"augusta-richmond county, ga-sc",93,9.20%,-11.90%,-9,-8.30%,15.40%,1.00%,10.70%,0.60%
16-Dec-17,49660,"youngstown-warren-boardman, oh-pa",94,16.80%,-12.00%,-14,-12.70%,13.30%,0.30%,90.90%,2.50%
16-Dec-17,44700,"stockton-lodi, ca",95,14.90%,-4.60%,-9,-16.40%,17.40%,1.10%,-13.40%,-0.70%
16-Dec-17,20500,"durham-chapel hill, nc",96,10.00%,-18.10%,-3,-3.10%,-3.20%,0.50%,4.50%,0.40%
16-Dec-17,38860,"portland-south portland, me",97,6.10%,-10.90%,-13,-11.60%,-9.50%,-0.10%,16.40%,0.40%
16-Dec-17,44060,"spokane-spokane valley, wa",98,12.00%,-11.90%,-6,-7.60%,-3.80%,0.10%,26.50%,0.80%
16-Dec-17,16860,"chattanooga, tn-ga",99,11.90%,-19.70%,-8,-9.40%,-5.80%,0.70%,-5.70%,0.50%
16-Dec-17,27140,"jackson, ms",100,10.80%,-2.80%,-8,-7.90%,25.00%,0.80%,-11.50%,-0.30%
9-Dec-17,35620,"new york-newark-jersey city, ny-nj-pa",1,10.30%,-5.20%,-7,-8.00%,4.00%,0.40%,-6.40%,0.00%
9-Dec-17,31080,"los angeles-long beach-anaheim, ca",2,7.20%,-15.90%,-10,-17.20%,-5.20%,0.60%,-2.20%,0.50%
9-Dec-17,16980,"chicago-naperville-elgin, il-in-wi",3,6.60%,-8.70%,-8,-10.50%,4.90%,0.60%,-3.30%,0.30%
9-Dec-17,19100,"dallas-fort worth-arlington, tx",4,0.00%,10.60%,2,3.30%,9.80%,0.20%,24.10%,1.10%
9-Dec-17,26420,"houston-the woodlands-sugar land, tx",5,1.90%,2.30%,0,0.00%,8.20%,0.30%,8.60%,0.40%
9-Dec-17,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,6.80%,-8.30%,-10,-11.50%,-0.90%,1.90%,-17.80%,1.00%
9-Dec-17,47900,"washington-arlington-alexandria, dc-va-md-wv",7,2.40%,-6.60%,-1,-1.60%,-1.80%,0.40%,-9.30%,-0.10%
9-Dec-17,33100,"miami-fort lauderdale-west palm beach, fl",8,4.30%,-0.40%,9,10.10%,6.50%,0.30%,-14.10%,-0.70%
9-Dec-17,12060,"atlanta-sandy springs-roswell, ga",9,11.80%,0.10%,-1,-1.60%,16.80%,0.80%,-5.50%,-0.40%
9-Dec-17,14460,"boston-cambridge-newton, ma-nh",10,5.20%,-10.20%,-10,-13.50%,0.40%,0.60%,-2.60%,0.20%
9-Dec-17,41860,"san francisco-oakland-hayward, ca",11,12.30%,-17.10%,-7,-14.60%,7.50%,1.40%,-22.30%,-0.50%
9-Dec-17,19820,"detroit-warren-dearborn, mi",12,8.00%,-7.50%,-2,-3.30%,2.70%,0.70%,7.40%,0.70%
9-Dec-17,38060,"phoenix-mesa-scottsdale, az",13,5.00%,-12.80%,-4,-6.70%,0.60%,0.80%,-2.60%,0.60%
9-Dec-17,42660,"seattle-tacoma-bellevue, wa",14,13.00%,-15.20%,-3,-5.90%,12.60%,-3.50%,85.70%,0.50%
9-Dec-17,33460,"minneapolis-st. paul-bloomington, mn-wi",15,14.30%,-18.90%,-3,-4.40%,5.00%,0.80%,-50.90%,-2.60%
9-Dec-17,40140,"riverside-san bernardino-ontario, ca",16,5.60%,-13.60%,-13,-19.70%,9.50%,1.30%,4.10%,0.70%
9-Dec-17,45300,"tampa-st. petersburg-clearwater, fl",17,5.30%,-9.10%,-3,-4.60%,3.30%,0.60%,25.60%,2.00%
9-Dec-17,41740,"san diego-carlsbad, ca",18,6.30%,-11.20%,-6,-12.00%,4.80%,1.60%,-10.20%,0.00%
9-Dec-17,41180,"st. louis, mo-il",19,10.50%,-3.50%,-6,-7.40%,-0.70%,0.10%,22.00%,1.10%
9-Dec-17,19740,"denver-aurora-lakewood, co",20,5.20%,-9.30%,-3,-4.90%,3.10%,1.20%,1.60%,0.50%
9-Dec-17,12580,"baltimore-columbia-towson, md",21,4.50%,-10.70%,-7,-9.50%,5.70%,0.90%,-10.70%,0.00%
9-Dec-17,38300,"pittsburgh, pa",22,12.10%,-10.80%,-6,-6.10%,-4.80%,0.10%,-1.00%,0.20%
9-Dec-17,38900,"portland-vancouver-hillsboro, or-wa",23,4.90%,8.80%,-7,-10.60%,22.40%,1.00%,33.10%,1.00%
9-Dec-17,16740,"charlotte-concord-gastonia, nc-sc",24,8.20%,-8.40%,-5,-6.30%,-3.20%,0.20%,26.50%,1.60%
9-Dec-17,36740,"orlando-kissimmee-sanford, fl",25,8.80%,-12.50%,-6,-7.60%,-4.70%,0.40%,24.40%,2.00%
9-Dec-17,17460,"cleveland-elyria, oh",26,13.80%,-14.70%,-10,-11.50%,-5.20%,-0.50%,40.30%,1.60%
9-Dec-17,41700,"san antonio-new braunfels, tx",27,1.80%,13.60%,-1,-1.40%,12.20%,0.10%,4.50%,-0.30%
9-Dec-17,17140,"cincinnati, oh-ky-in",28,19.10%,-14.60%,-3,-4.10%,-10.20%,0.10%,-22.90%,-0.40%
9-Dec-17,40900,"sacramento--roseville--arden-arcade, ca",29,3.10%,0.80%,-6,-10.00%,12.70%,1.00%,7.50%,0.80%
9-Dec-17,28140,"kansas city, mo-ks",30,15.20%,-4.10%,-2,-2.70%,12.10%,1.00%,8.40%,0.50%
9-Dec-17,18140,"columbus, oh",31,20.10%,-15.40%,-1,-1.50%,5.50%,0.90%,1.30%,0.50%
9-Dec-17,26900,"indianapolis-carmel-anderson, in",32,28.50%,-20.80%,-5,-6.80%,15.90%,1.40%,-11.10%,0.10%
9-Dec-17,29820,"las vegas-henderson-paradise, nv",33,13.90%,-28.50%,-12,-18.20%,13.40%,2.10%,-20.10%,0.10%
9-Dec-17,12420,"austin-round rock, tx",34,-5.90%,14.10%,-1,-1.40%,0.00%,-0.60%,12.20%,0.00%
9-Dec-17,34980,"nashville-davidson--murfreesboro--franklin, tn",35,13.40%,-20.80%,-5,-10.20%,9.20%,0.40%,45.40%,1.20%
9-Dec-17,41940,"san jose-sunnyvale-santa clara, ca",36,26.10%,-35.90%,-13,-27.70%,45.10%,5.20%,-46.90%,-1.70%
9-Dec-17,47260,"virginia beach-norfolk-newport news, va-nc",37,6.80%,1.30%,-11,-12.80%,37.30%,1.20%,17.60%,0.50%
9-Dec-17,33340,"milwaukee-waukesha-west allis, wi",38,9.90%,-37.00%,1,1.40%,-17.50%,-0.20%,-23.00%,-0.50%
9-Dec-17,39300,"providence-warwick, ri-ma",39,4.90%,-9.40%,-6,-7.70%,8.60%,-0.30%,47.90%,1.10%
9-Dec-17,27260,"jacksonville, fl",40,7.20%,-0.40%,-11,-12.60%,8.40%,0.30%,80.50%,3.70%
9-Dec-17,36420,"oklahoma city, ok",41,2.90%,-4.40%,-1,-1.40%,0.20%,0.30%,1.60%,0.30%
9-Dec-17,31140,"louisville/jefferson county, ky-in",42,21.20%,-7.40%,-2,-2.90%,-5.60%,0.00%,2.00%,0.30%
9-Dec-17,32820,"memphis, tn-ms-ar",43,8.10%,-12.50%,-9,-11.00%,17.60%,1.30%,6.90%,0.60%
9-Dec-17,35380,"new orleans-metairie, la",44,7.80%,2.30%,-8,-9.40%,1.30%,0.50%,26.10%,1.10%
9-Dec-17,40060,"richmond, va",45,9.40%,-8.40%,-4,-5.60%,18.80%,-1.60%,81.80%,0.60%
9-Dec-17,39580,"raleigh, nc",46,4.00%,-3.10%,-4,-5.10%,-0.90%,0.20%,-0.40%,0.20%
9-Dec-17,15380,"buffalo-cheektowaga-niagara falls, ny",47,9.70%,-17.90%,-6,-9.10%,-3.90%,0.90%,0.80%,0.90%
9-Dec-17,25540,"hartford-west hartford-east hartford, ct",48,-3.00%,3.60%,-11,-12.20%,-8.70%,0.40%,-4.70%,0.50%
9-Dec-17,13820,"birmingham-hoover, al",49,8.70%,-18.00%,3,3.10%,-22.50%,-0.40%,-15.30%,0.00%
9-Dec-17,40380,"rochester, ny",50,10.10%,-21.10%,-6,-9.20%,-4.10%,1.30%,-11.50%,0.30%
9-Dec-17,46060,"tucson, az",51,8.30%,-9.10%,-5,-7.80%,0.00%,0.60%,7.60%,1.00%
9-Dec-17,41620,"salt lake city, ut",52,8.50%,-5.90%,-3,-5.50%,-28.40%,-2.20%,-25.10%,-1.10%
9-Dec-17,24340,"grand rapids-wyoming, mi",53,-5.80%,94.30%,-28,-31.80%,344.70%,4.50%,96.20%,-0.20%
9-Dec-17,46140,"tulsa, ok",54,5.10%,4.70%,-4,-5.90%,14.20%,2.40%,-31.70%,-0.60%
9-Dec-17,10580,"albany-schenectady-troy, ny",55,13.20%,-12.50%,-6,-6.10%,0.50%,0.20%,-15.90%,-0.50%
9-Dec-17,10740,"albuquerque, nm",56,1.70%,-9.00%,-10,-12.80%,10.60%,1.20%,21.50%,1.80%
9-Dec-17,36540,"omaha-council bluffs, ne-ia",57,17.80%,-9.50%,-2,-3.50%,10.00%,0.70%,-2.40%,0.00%
9-Dec-17,49340,"worcester, ma-ct",58,5.60%,-10.40%,-7,-8.90%,-5.00%,0.50%,-9.70%,0.10%
9-Dec-17,28940,"knoxville, tn",59,14.10%,-13.10%,-10,-11.00%,-15.80%,-0.30%,4.40%,0.40%
9-Dec-17,14860,"bridgeport-stamford-norwalk, ct",60,-2.70%,1.80%,-10,-9.50%,5.00%,0.50%,-21.10%,-0.40%
9-Dec-17,24860,"greenville-anderson-mauldin, sc",61,6.00%,-6.50%,-14,-16.30%,14.80%,0.80%,8.60%,0.60%
9-Dec-17,35840,"north port-sarasota-bradenton, fl",62,-2.80%,-0.60%,-2,-2.70%,1.90%,0.20%,36.30%,1.80%
9-Dec-17,35300,"new haven-milford, ct",63,-1.60%,-13.00%,-9,-9.60%,-15.50%,0.60%,0.60%,1.00%
9-Dec-17,19380,"dayton, oh",64,12.50%,-15.50%,-10,-12.80%,3.80%,0.70%,-7.60%,0.10%
9-Dec-17,46520,"urban honolulu, hi",65,-6.80%,2.60%,-3,-4.30%,3.00%,2.40%,-10.00%,0.70%
9-Dec-17,10900,"allentown-bethlehem-easton, pa-nj",66,13.90%,-18.20%,-13,-14.00%,-7.90%,0.80%,2.40%,1.00%
9-Dec-17,17900,"columbia, sc",67,5.90%,-11.40%,-10,-11.80%,14.00%,1.40%,29.20%,1.50%
9-Dec-17,12940,"baton rouge, la",68,-0.70%,26.10%,1,1.30%,-2.90%,-1.30%,32.50%,0.30%
9-Dec-17,24660,"greensboro-high point, nc",69,14.20%,-19.90%,-10,-9.90%,-12.00%,0.30%,6.90%,1.00%
9-Dec-17,23420,"fresno, ca",70,15.90%,-7.10%,-3,-5.00%,-10.50%,-0.40%,1.00%,0.30%
9-Dec-17,16700,"charleston-north charleston, sc",71,4.50%,0.70%,-15,-15.00%,16.20%,0.60%,31.60%,0.90%
9-Dec-17,30780,"little rock-north little rock-conway, ar",72,7.90%,-11.10%,-3,-3.70%,-8.10%,0.10%,-12.30%,-0.10%
9-Dec-17,15980,"cape coral-fort myers, fl",73,-2.90%,0.40%,-7,-9.30%,16.30%,0.80%,10.70%,0.60%
9-Dec-17,10420,"akron, oh",74,9.40%,-14.00%,-9,-11.70%,-16.60%,-1.30%,73.60%,3.10%
9-Dec-17,21340,"el paso, tx",75,3.70%,-8.80%,-6,-6.50%,-4.90%,0.00%,-14.10%,-0.30%
9-Dec-17,37100,"oxnard-thousand oaks-ventura, ca",76,11.40%,-11.30%,-4,-6.60%,-11.00%,0.00%,-47.40%,-2.20%
9-Dec-17,17820,"colorado springs, co",77,9.00%,-7.40%,-9,-13.80%,21.50%,2.20%,-11.50%,-0.10%
9-Dec-17,31540,"madison, wi",78,6.70%,-19.60%,-3,-3.40%,10.00%,1.60%,-34.30%,-0.90%
9-Dec-17,12540,"bakersfield, ca",79,6.60%,-0.50%,-3,-4.50%,4.40%,1.60%,-40.40%,-1.30%
9-Dec-17,49180,"winston-salem, nc",80,5.80%,-19.10%,-12,-11.70%,22.80%,1.70%,-0.70%,0.70%
9-Dec-17,45060,"syracuse, ny",81,9.20%,-18.60%,-5,-5.60%,-10.40%,0.40%,12.60%,1.00%
9-Dec-17,19660,"deltona-daytona beach-ormond beach, fl",82,3.40%,1.80%,-15,-16.90%,9.60%,0.40%,41.40%,1.80%
9-Dec-17,14260,"boise city, id",83,17.80%,-9.90%,0,0.00%,-15.90%,-0.50%,160.70%,6.30%
9-Dec-17,48620,"wichita, ks",84,3.30%,-1.50%,0,0.00%,-10.60%,-0.60%,63.00%,2.20%
9-Dec-17,45780,"toledo, oh",85,-1.70%,-16.30%,-3,-3.90%,-5.60%,1.00%,16.70%,1.40%
9-Dec-17,19780,"des moines-west des moines, ia",86,5.70%,1.60%,-2,-2.40%,35.40%,1.30%,19.20%,1.00%
9-Dec-17,44140,"springfield, ma",87,11.10%,-13.40%,-6,-7.00%,36.70%,2.00%,-7.30%,0.10%
9-Dec-17,29460,"lakeland-winter haven, fl",88,12.50%,-15.90%,-8,-10.00%,-15.10%,-0.20%,14.70%,1.40%
9-Dec-17,37340,"palm bay-melbourne-titusville, fl",89,11.30%,3.90%,-3,-4.50%,12.10%,0.40%,7.10%,0.10%
9-Dec-17,32580,"mcallen-edinburg-mission, tx",90,0.50%,11.50%,4,3.80%,0.00%,-0.40%,35.20%,0.60%
9-Dec-17,25420,"harrisburg-carlisle, pa",91,5.60%,-18.40%,-10,-10.20%,-21.60%,1.00%,3.50%,2.10%
9-Dec-17,42540,"scranton--wilkes-barre--hazleton, pa",92,7.80%,-14.90%,-8,-7.00%,6.10%,0.70%,-8.80%,0.20%
9-Dec-17,12260,"augusta-richmond county, ga-sc",93,10.60%,-12.50%,-11,-10.40%,2.20%,0.60%,-15.00%,-0.10%
9-Dec-17,49660,"youngstown-warren-boardman, oh-pa",94,16.70%,-12.50%,-13,-12.10%,0.90%,-0.10%,81.90%,2.60%
9-Dec-17,44700,"stockton-lodi, ca",95,13.60%,-10.50%,-7,-13.20%,17.70%,1.30%,-26.00%,-1.60%
9-Dec-17,20500,"durham-chapel hill, nc",96,10.00%,-16.50%,-1,-1.10%,10.10%,1.10%,-6.80%,0.20%
9-Dec-17,38860,"portland-south portland, me",97,6.20%,-8.90%,-15,-13.90%,36.00%,1.30%,-4.50%,0.00%
9-Dec-17,44060,"spokane-spokane valley, wa",98,7.60%,-10.10%,-4,-5.30%,16.90%,1.00%,187.90%,4.30%
9-Dec-17,16860,"chattanooga, tn-ga",99,9.30%,-19.70%,-11,-13.10%,-14.30%,0.30%,-26.10%,-0.50%
9-Dec-17,27140,"jackson, ms",100,10.40%,-2.30%,-9,-9.00%,59.50%,1.60%,27.40%,0.80%
2-Dec-17,35620,"new york-newark-jersey city, ny-nj-pa",1,6.90%,-5.80%,-7,-8.10%,4.70%,0.50%,-11.00%,-0.20%
2-Dec-17,31080,"los angeles-long beach-anaheim, ca",2,7.30%,-15.80%,-11,-19.00%,-0.70%,1.00%,-11.50%,0.10%
2-Dec-17,16980,"chicago-naperville-elgin, il-in-wi",3,7.40%,-8.70%,-7,-9.50%,3.10%,0.60%,-7.90%,0.00%
2-Dec-17,19100,"dallas-fort worth-arlington, tx",4,0.00%,11.80%,3,5.20%,-7.70%,-0.80%,28.00%,1.70%
2-Dec-17,26420,"houston-the woodlands-sugar land, tx",5,2.80%,1.70%,0,0.00%,5.80%,0.20%,3.90%,0.20%
2-Dec-17,37980,"philadelphia-camden-wilmington, pa-nj-de-md",6,6.70%,-8.40%,-11,-12.90%,5.40%,2.30%,-17.50%,1.20%
2-Dec-17,47900,"washington-arlington-alexandria, dc-va-md-wv",7,2.60%,-6.40%,-1,-1.60%,0.10%,0.50%,-3.10%,0.20%
2-Dec-17,33100,"miami-fort lauderdale-west palm beach, fl",8,4.20%,-2.50%,9,10.00%,-12.30%,-0.40%,-10.00%,-0.40%
2-Dec-17,12060,"atlanta-sandy springs-roswell, ga",9,11.50%,-0.10%,0,0.00%,25.00%,1.20%,-7.00%,-0.60%
2-Dec-17,14460,"boston-cambridge-newton, ma-nh",10,6.00%,-9.60%,-11,-15.30%,10.30%,1.30%,-10.90%,-0.20%
2-Dec-17,41860,"san francisco-oakland-hayward, ca",11,10.80%,-16.90%,-7,-14.60%,15.90%,2.20%,-31.40%,-1.40%
2-Dec-17,19820,"detroit-warren-dearborn, mi",12,8.30%,-7.80%,-1,-1.70%,-5.80%,0.20%,5.10%,0.80%
2-Dec-17,38060,"phoenix-mesa-scottsdale, az",13,6.30%,-12.60%,-3,-5.20%,-7.10%,0.20%,1.00%,1.00%
2-Dec-17,42660,"seattle-tacoma-bellevue, wa",14,16.10%,-16.60%,-3,-5.90%,0.90%,-4.60%,63.10%,0.10%
2-Dec-17,33460,"minneapolis-st. paul-bloomington, mn-wi",15,14.90%,-19.20%,-4,-6.10%,5.40%,0.90%,-55.30%,-3.90%
2-Dec-17,40140,"riverside-san bernardino-ontario, ca",16,5.60%,-13.60%,-12,-18.80%,6.60%,1.20%,0.20%,0.60%
2-Dec-17,45300,"tampa-st. petersburg-clearwater, fl",17,3.90%,-8.60%,-3,-4.70%,-3.00%,0.20%,59.10%,3.90%
2-Dec-17,41740,"san diego-carlsbad, ca",18,5.60%,-13.20%,-3,-6.40%,-4.50%,1.00%,-17.00%,-0.30%
2-Dec-17,41180,"st. louis, mo-il",19,10.70%,-3.50%,-7,-8.80%,0.30%,0.10%,30.40%,1.60%
2-Dec-17,19740,"denver-aurora-lakewood, co",20,6.00%,-9.50%,1,1.80%,0.10%,1.00%,-15.10%,-0.50%
2-Dec-17,12580,"baltimore-columbia-towson, md",21,3.90%,-10.20%,-9,-12.20%,10.00%,1.10%,-4.50%,0.30%
2-Dec-17,38300,"pittsburgh, pa",22,10.10%,-11.00%,-6,-6.30%,8.50%,0.60%,-14.20%,-0.30%
2-Dec-17,38900,"portland-vancouver-hillsboro, or-wa",23,5.60%,6.60%,-6,-9.40%,7.90%,0.20%,3.70%,-0.10%
2-Dec-17,16740,"charlotte-concord-gastonia, nc-sc",24,8.90%,-8.40%,-4,-5.10%,18.80%,1.20%,8.30%,1.00%
2-Dec-17,36740,"orlando-kissimmee-sanford, fl",25,8.40%,-12.30%,-6,-7.70%,-2.10%,0.50%,54.70%,3.50%
